ano_pesquisa,genero,uf,regiao,cargo,senioridade,faixa_salarial,usa_ia,lang__SQL,lang__R,lang__Python,lang__C/C++/C#,lang__.NET,lang__Java,lang__Julia,lang__SAS/Stata,lang__Visual Basic/VBA,lang__Scala,lang__Matlab,lang__Rust,lang__PHP,lang__JavaScript,lang__DAX,genero_padrao,usa_ia_padrao
2023,Masculino,PR,Sul,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,DF,Centro-oeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,RJ,Sudeste,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2023,Masculino,SP,Sudeste,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2023,Feminino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Feminino,Usa - copilot/código
2023,Masculino,SP,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,SP,Sudeste,Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2023,Masculino,RJ,Sudeste,Analista de Negócios/Business Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2023,Feminino,PB,Nordeste,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - paga do bolso
2023,Masculino,PR,Sul,,,de R$ 6.001/mês a R$ 8.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,SP,Sudeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Feminino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2023,Masculino,SP,Sudeste,,,de R$ 25.001/mês a R$ 30.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,MA,Nordeste,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,CE,Nordeste,,,de R$ 1.001/mês a R$ 2.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,PR,Sul,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,BA,Nordeste,Analista de BI/BI Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2023,Masculino,SP,Sudeste,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,SC,Sul,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,MG,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 2.001/mês a R$ 3.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - paga do bolso
2023,Masculino,RS,Sul,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,SP,Sudeste,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,ES,Sudeste,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Feminino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2023,Masculino,SP,Sudeste,Analista de Suporte/Analista Técnico,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Feminino,ES,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2023,Masculino,RJ,Sudeste,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2023,Feminino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não usa IA
2023,Masculino,DF,Centro-oeste,,,de R$ 20.001/mês a R$ 25.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,RS,Sul,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2023,Masculino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2023,Feminino,DF,Centro-oeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2023,Masculino,RS,Sul,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - paga do bolso
2023,Feminino,RS,Sul,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - empresa paga
2023,Masculino,SE,Nordeste,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,RJ,Sudeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Feminino,MG,Sudeste,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - copilot/código
2023,Feminino,RJ,Sudeste,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2023,Feminino,SP,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2023,Masculino,SP,Sudeste,,,de R$ 30.001/mês a R$ 40.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Feminino,BA,Nordeste,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2023,Feminino,SP,Sudeste,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2023,Masculino,DF,Centro-oeste,Cientista de Dados/Data Scientist,Sênior,de R$ 20.001/mês a R$ 25.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Masculino,Usa - paga do bolso
2023,Masculino,SC,Sul,Analytics Engineer,Sênior,de R$ 25.001/mês a R$ 30.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Feminino,SP,Sudeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2023,Masculino,SC,Sul,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,CE,Nordeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Feminino,PE,Nordeste,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - copilot/código
2023,Feminino,PR,Sul,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2023,Masculino,MG,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,SP,Sudeste,,,de R$ 16.001/mês a R$ 20.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2023,Feminino,MG,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2023,Masculino,DF,Centro-oeste,,,de R$ 16.001/mês a R$ 20.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2023,Masculino,BA,Nordeste,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,PB,Nordeste,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,PE,Nordeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Feminino,AM,Norte,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2023,Masculino,RJ,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não usa IA
2023,Masculino,SP,Sudeste,Professor/Pesquisador,Sênior,de R$ 20.001/mês a R$ 25.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,SP,Sudeste,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Usa - versão gratuita
2023,Feminino,PR,Sul,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2023,Feminino,SP,Sudeste,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - empresa paga
2023,Feminino,RJ,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2023,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2023,Masculino,,,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Masculino,ES,Sudeste,Outras Engenharias (não inclui dev),Pleno,de R$ 2.001/mês a R$ 3.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2023,Feminino,SP,Sudeste,Analista de Negócios/Business Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não usa IA
2023,Feminino,RS,Sul,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não usa IA
2023,Masculino,SP,Sudeste,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2023,Feminino,SC,Sul,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2023,Masculino,RS,Sul,Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2023,Masculino,MG,Sudeste,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
